customer_id,customer_name,segment,first_order_date,last_order_date,number_of_orders,total_sales_lifetime,average_order_value,customer_age_days,first_order_year,last_order_year,ltv_category,order_frequency_category
LW-16990,Lindsay Williams,Consumer,2018-05-05,2019-11-27,6,9262.6,308.75,571,2018.0,2019.0,Высокий,Периодический
KH-16330,Katharine Harms,Consumer,2016-04-01,2019-11-20,8,9236.59,192.43,1328,2016.0,2019.0,Высокий,Периодический
MM-17920,Michael Moore,Consumer,2016-01-13,2019-12-23,11,9234.13,243.0,1440,2016.0,2019.0,Высокий,Регулярный
DV-13465,Dianna Vittorini,Consumer,2016-06-22,2019-12-01,6,9204.03,224.49,1257,2016.0,2019.0,Высокий,Периодический
ND-18370,Natalie DeCherney,Consumer,2016-01-13,2019-12-03,9,9161.78,203.6,1420,2016.0,2019.0,Высокий,Периодический
SN-20710,Steve Nguyen,Consumer,2016-05-06,2019-10-12,7,9159.53,160.69,1254,2016.0,2019.0,Высокий,Периодический
SC-20230,Scot Coram,Consumer,2018-06-06,2019-08-03,4,9151.04,351.96,423,2018.0,2019.0,Высокий,Редкий
CM-12715,Craig Molinari,Consumer,2016-03-07,2017-03-01,4,9144.3,277.1,359,2016.0,2017.0,Высокий,Редкий
MP-17470,Mark Packer,Consumer,2016-03-30,2018-01-11,7,9079.33,238.93,652,2016.0,2018.0,Высокий,Периодический
RR-19525,Rick Reed,Consumer,2016-09-09,2019-07-13,6,9058.23,335.49,1037,2016.0,2019.0,Высокий,Периодический
DM-13345,Denise Monton,Consumer,2016-11-03,2019-12-08,8,9047.2,251.31,1130,2016.0,2019.0,Высокий,Периодический
TS-21655,Trudy Schmidt,Consumer,2017-02-06,2019-05-06,5,9034.52,273.77,819,2017.0,2019.0,Высокий,Периодический
JM-15250,Janet Martin,Consumer,2018-03-29,2019-11-23,6,9029.1,192.11,604,2018.0,2019.0,Высокий,Периодический
KH-16630,Ken Heidel,Consumer,2016-11-01,2019-11-02,9,9026.6,209.92,1096,2016.0,2019.0,Высокий,Периодический
GH-14425,Gary Hwang,Consumer,2016-06-17,2019-11-10,4,8961.35,344.67,1241,2016.0,2019.0,Высокий,Редкий
AI-10855,Arianne Irving,Consumer,2016-04-28,2019-12-17,10,8945.85,248.5,1328,2016.0,2019.0,Высокий,Регулярный
RA-19885,Ruben Ausman,Consumer,2016-04-08,2019-11-17,7,8905.27,247.37,1318,2016.0,2019.0,Высокий,Периодический
AW-10930,Arthur Wiediger,Consumer,2016-07-14,2019-11-14,7,8901.37,189.39,1218,2016.0,2019.0,Высокий,Периодический
JO-15145,Jack O'Briant,Consumer,2016-01-06,2019-11-03,9,8890.36,269.4,1397,2016.0,2019.0,Высокий,Периодический
SL-20155,Sara Luxemburg,Consumer,2016-09-21,2019-10-21,7,8888.22,370.34,1125,2016.0,2019.0,Высокий,Периодический
TG-21310,Toby Gnade,Consumer,2017-03-09,2019-01-27,5,8886.31,386.36,689,2017.0,2019.0,Высокий,Периодический
TC-21295,Toby Carlisle,Consumer,2016-10-14,2019-12-03,8,8878.49,206.48,1145,2016.0,2019.0,Высокий,Периодический
BD-11605,Brian Dahlen,Consumer,2016-01-13,2019-09-24,7,8864.65,170.47,1350,2016.0,2019.0,Высокий,Периодический
BD-11500,Bradley Drucker,Consumer,2016-02-01,2019-11-25,6,8826.51,420.31,1393,2016.0,2019.0,Высокий,Периодический
SH-19975,Sally Hughsby,Consumer,2016-12-10,2019-12-01,13,8823.09,119.23,1086,2016.0,2019.0,Высокий,Регулярный
TN-21040,Tanja Norvell,Consumer,2016-10-10,2019-10-01,7,8809.52,259.1,1086,2016.0,2019.0,Высокий,Периодический
TH-21115,Thea Hudgings,Consumer,2016-09-23,2019-11-02,4,8795.38,366.47,1135,2016.0,2019.0,Высокий,Редкий
KT-16465,Kean Takahito,Consumer,2016-09-08,2018-12-04,7,8793.81,244.27,817,2016.0,2018.0,Высокий,Периодический
CK-12325,Christine Kargatis,Consumer,2016-03-14,2019-09-01,5,8744.87,265.0,1266,2016.0,2019.0,Высокий,Периодический
GM-14440,Gary McGarr,Consumer,2016-03-21,2019-10-08,7,8695.54,322.06,1296,2016.0,2019.0,Высокий,Периодический
AH-10075,Adam Hart,Consumer,2016-11-16,2019-11-26,10,8656.86,163.34,1105,2016.0,2019.0,Высокий,Регулярный
KH-16360,Katherine Hughes,Consumer,2016-04-29,2019-12-29,6,8634.78,261.66,1339,2016.0,2019.0,Высокий,Периодический
DK-12835,Damala Kotsonis,Consumer,2016-03-26,2019-12-09,12,8602.42,122.89,1353,2016.0,2019.0,Высокий,Регулярный
LC-16930,Linda Cazamias,Consumer,2016-02-20,2019-11-19,8,8591.21,232.19,1368,2016.0,2019.0,Высокий,Периодический
RH-19495,Rick Hansen,Consumer,2016-08-23,2019-11-28,5,8589.99,452.1,1192,2016.0,2019.0,Высокий,Периодический
DJ-13630,Doug Jacobs,Consumer,2017-12-14,2019-12-18,3,8568.47,408.02,734,2017.0,2019.0,Высокий,Редкий
BC-11125,Becky Castell,Consumer,2016-07-06,2019-06-11,9,8519.92,152.14,1070,2016.0,2019.0,Высокий,Периодический
NS-18640,Noel Staavos,Consumer,2016-06-25,2019-07-09,13,8513.4,113.51,1109,2016.0,2019.0,Высокий,Регулярный
SC-20020,Sam Craven,Consumer,2016-03-03,2017-11-10,5,8508.44,181.03,617,2016.0,2017.0,Высокий,Периодический
ND-18460,Neil Ducich,Consumer,2016-02-06,2019-06-30,6,8470.38,403.35,1240,2016.0,2019.0,Высокий,Периодический
AP-10915,Arthur Prichep,Consumer,2016-08-23,2019-09-23,10,8463.44,111.36,1126,2016.0,2019.0,Высокий,Регулярный
MN-17935,Michael Nguyen,Consumer,2016-02-16,2019-11-26,6,8457.56,352.4,1379,2016.0,2019.0,Высокий,Периодический
RA-19285,Ralph Arnett,Consumer,2016-12-13,2019-12-25,9,8391.77,186.48,1107,2016.0,2019.0,Высокий,Периодический
DG-13300,Deirdre Greer,Consumer,2016-11-01,2019-11-28,5,8363.22,418.16,1122,2016.0,2019.0,Высокий,Периодический
OT-18730,Olvera Toch,Consumer,2017-04-20,2019-10-26,5,8279.76,376.35,919,2017.0,2019.0,Высокий,Периодический
GM-14455,Gary Mitchum,Consumer,2016-04-11,2019-12-14,6,8270.28,258.45,1342,2016.0,2019.0,Высокий,Периодический
MY-18295,Muhammed Yedwab,Consumer,2016-04-28,2019-10-20,11,8267.82,156.0,1270,2016.0,2019.0,Высокий,Регулярный
AS-10225,Alan Schoenberger,Consumer,2016-10-18,2019-12-08,5,8258.83,266.41,1146,2016.0,2019.0,Высокий,Периодический
FM-14290,Frank Merwin,Consumer,2016-08-26,2019-11-24,9,8202.64,139.03,1185,2016.0,2019.0,Высокий,Периодический
RD-19585,Rob Dowd,Consumer,2016-04-02,2019-07-03,10,8153.43,169.86,1187,2016.0,2019.0,Высокий,Регулярный
BT-11530,Bradley Talbott,Consumer,2016-05-21,2019-09-30,5,8109.34,279.63,1227,2016.0,2019.0,Высокий,Периодический
JE-16165,Justin Ellison,Consumer,2018-12-05,2019-12-10,3,8070.82,403.54,370,2018.0,2019.0,Высокий,Редкий
MD-17350,Maribeth Dona,Consumer,2016-11-05,2019-09-04,7,8069.8,192.14,1033,2016.0,2019.0,Высокий,Периодический
GH-14410,Gary Hansen,Consumer,2016-07-09,2019-10-16,9,8048.97,164.26,1194,2016.0,2019.0,Высокий,Периодический
LP-17095,Liz Preis,Consumer,2018-06-06,2019-12-21,7,7998.24,210.48,563,2018.0,2019.0,Высокий,Периодический
PG-18820,Patrick Gardner,Consumer,2016-05-09,2019-11-24,13,7946.84,115.17,1294,2016.0,2019.0,Высокий,Регулярный
RD-19660,Robert Dilbeck,Consumer,2017-04-12,2019-09-07,5,7905.62,564.69,878,2017.0,2019.0,Высокий,Периодический
CA-12775,Cynthia Arntzen,Consumer,2016-06-28,2019-09-01,7,7892.12,213.3,1160,2016.0,2019.0,Высокий,Периодический
BG-11035,Barry Gonzalez,Consumer,2016-11-05,2019-12-02,8,7888.86,281.74,1122,2016.0,2019.0,Высокий,Периодический
TB-21625,Trudy Brown,Consumer,2016-08-06,2019-11-30,9,7874.45,212.82,1211,2016.0,2019.0,Высокий,Периодический
LS-16975,Lindsay Shagiari,Consumer,2016-10-20,2019-12-10,9,7786.87,116.22,1146,2016.0,2019.0,Высокий,Периодический
MS-17770,Maxwell Schwartz,Consumer,2016-07-04,2019-08-31,9,7786.41,165.67,1153,2016.0,2019.0,Высокий,Периодический
SG-20605,Speros Goranitis,Consumer,2016-01-23,2019-09-13,6,7784.77,251.12,1329,2016.0,2019.0,Высокий,Периодический
KB-16585,Ken Black,Consumer,2016-04-04,2019-05-14,12,7755.15,117.5,1135,2016.0,2019.0,Высокий,Регулярный
BO-11350,Bill Overfelt,Consumer,2018-01-03,2019-08-15,5,7699.67,240.61,589,2018.0,2019.0,Высокий,Периодический
RD-19900,Ruben Dartt,Consumer,2016-04-05,2019-09-07,9,7688.14,167.13,1250,2016.0,2019.0,Высокий,Периодический
NH-18610,Nicole Hansen,Consumer,2016-03-02,2019-06-24,7,7676.13,255.87,1209,2016.0,2019.0,Высокий,Периодический
MZ-17515,Mary Zewe,Consumer,2016-04-04,2019-03-23,6,7672.56,284.17,1083,2016.0,2019.0,Высокий,Периодический
EJ-14155,Eva Jacobs,Consumer,2016-03-03,2019-11-03,5,7672.29,365.35,1340,2016.0,2019.0,Высокий,Периодический
FA-14230,Frank Atkinson,Consumer,2016-09-19,2019-09-24,7,7665.6,170.35,1100,2016.0,2019.0,Высокий,Периодический
JR-16210,Justin Ritter,Consumer,2017-09-18,2019-11-27,5,7665.52,247.27,800,2017.0,2019.0,Высокий,Периодический
MH-18025,Michelle Huthwaite,Consumer,2016-07-08,2019-11-11,5,7662.46,283.79,1221,2016.0,2019.0,Высокий,Периодический
RW-19630,Rob Williams,Consumer,2016-06-28,2019-10-02,9,7658.95,186.8,1191,2016.0,2019.0,Высокий,Периодический
DC-12850,Dan Campbell,Consumer,2016-07-05,2019-11-23,9,7653.23,173.94,1236,2016.0,2019.0,Высокий,Периодический
RS-19420,Ricardo Sperren,Consumer,2016-08-05,2019-10-15,5,7643.76,382.19,1166,2016.0,2019.0,Высокий,Периодический
TB-21280,Toby Braunhardt,Consumer,2016-06-21,2018-05-26,6,7635.36,282.79,704,2016.0,2018.0,Высокий,Периодический
MC-17845,Michael Chen,Consumer,2016-07-05,2019-12-29,7,7595.72,230.17,1272,2016.0,2019.0,Высокий,Периодический
DE-13255,Deanra Eno,Consumer,2016-08-22,2018-01-11,5,7542.9,290.11,507,2016.0,2018.0,Высокий,Периодический
ML-17395,Marina Lichtenstein,Consumer,2016-02-14,2019-10-22,9,7538.1,137.06,1346,2016.0,2019.0,Высокий,Периодический
JB-16045,Julia Barnett,Consumer,2017-05-03,2019-12-23,5,7537.48,289.9,964,2017.0,2019.0,Высокий,Периодический
DS-13180,David Smith,Consumer,2016-04-28,2019-12-07,9,7528.32,136.88,1318,2016.0,2019.0,Высокий,Периодический
GM-14680,Greg Matthias,Consumer,2016-05-10,2019-07-31,6,7485.02,325.44,1177,2016.0,2019.0,Высокий,Периодический
JK-16120,Julie Kriz,Consumer,2016-11-02,2019-09-04,10,7482.67,166.28,1036,2016.0,2019.0,Высокий,Регулярный
NR-18550,Nick Radford,Consumer,2016-06-07,2019-06-03,5,7468.59,196.54,1091,2016.0,2019.0,Высокий,Периодический
FO-14305,Frank Olsen,Consumer,2016-06-09,2019-11-22,10,7453.43,196.14,1261,2016.0,2019.0,Высокий,Регулярный
NP-18670,Nora Paige,Consumer,2017-02-27,2019-11-02,5,7432.82,337.86,978,2017.0,2019.0,Высокий,Периодический
AS-10090,Adam Shillingsburg,Consumer,2016-09-22,2019-12-02,9,7430.87,128.12,1166,2016.0,2019.0,Высокий,Периодический
NZ-18565,Nick Zandusky,Consumer,2016-08-02,2019-10-06,9,7420.35,130.18,1160,2016.0,2019.0,Высокий,Периодический
EM-13810,Eleni McCrary,Consumer,2017-06-07,2019-08-20,5,7416.67,370.83,804,2017.0,2019.0,Высокий,Периодический
BT-11305,Beth Thompson,Consumer,2016-04-25,2019-01-28,5,7363.49,320.15,1008,2016.0,2019.0,Высокий,Периодический
SW-20455,Shaun Weien,Consumer,2017-06-22,2019-07-21,7,7310.29,332.29,759,2017.0,2019.0,Высокий,Периодический
SC-20695,Steve Chapman,Consumer,2016-12-16,2019-10-02,10,7305.34,202.93,1020,2016.0,2019.0,Высокий,Регулярный
MH-17455,Mark Hamilton,Consumer,2016-07-11,2019-10-06,8,7281.14,242.7,1182,2016.0,2019.0,Высокий,Периодический
CS-12250,Chris Selesnick,Consumer,2016-01-13,2019-12-04,12,7279.6,99.72,1421,2016.0,2019.0,Высокий,Регулярный
BS-11665,Brian Stugart,Consumer,2016-06-23,2018-05-27,3,7250.11,278.85,703,2016.0,2018.0,Высокий,Редкий
DB-13120,David Bremer,Consumer,2017-05-01,2019-11-12,7,7246.47,195.85,925,2017.0,2019.0,Высокий,Периодический
NC-18340,Nat Carroll,Consumer,2016-03-30,2019-05-20,5,7229.04,176.32,1146,2016.0,2019.0,Высокий,Периодический
SF-20200,Sarah Foster,Consumer,2016-12-23,2019-11-01,9,7228.88,195.38,1043,2016.0,2019.0,Высокий,Периодический
MC-17275,Marc Crier,Consumer,2016-09-08,2019-10-15,8,7226.43,233.11,1132,2016.0,2019.0,Высокий,Периодический
AC-10615,Ann Chong,Consumer,2017-09-15,2019-12-24,5,7187.81,146.69,830,2017.0,2019.0,Высокий,Периодический
DJ-13510,Don Jones,Consumer,2016-08-17,2019-11-12,8,7179.75,205.14,1182,2016.0,2019.0,Высокий,Периодический
EA-14035,Erin Ashbrook,Consumer,2016-09-13,2019-07-31,13,7136.08,118.93,1051,2016.0,2019.0,Высокий,Регулярный
LS-16945,Linda Southworth,Consumer,2017-04-25,2019-07-05,6,7132.27,182.88,801,2017.0,2019.0,Высокий,Периодический
SF-20965,Sylvia Foulston,Consumer,2016-10-21,2019-11-12,9,7126.87,173.83,1117,2016.0,2019.0,Высокий,Периодический
SG-20080,Sandra Glassco,Consumer,2017-10-31,2019-12-22,3,7122.94,284.92,782,2017.0,2019.0,Высокий,Редкий
BT-11680,Brian Thompson,Consumer,2016-11-28,2019-12-10,7,7087.25,144.64,1107,2016.0,2019.0,Высокий,Периодический
CL-12700,Craig Leslie,Consumer,2018-04-24,2019-09-16,5,7042.1,320.1,510,2018.0,2019.0,Высокий,Периодический
CS-11950,Carlos Soltero,Consumer,2016-06-08,2019-12-05,11,7029.08,125.52,1275,2016.0,2019.0,Высокий,Регулярный
CY-12745,Craig Yedwab,Consumer,2016-12-12,2019-10-31,8,7005.32,250.19,1053,2016.0,2019.0,Высокий,Периодический
CV-12295,Christina VanderZanden,Consumer,2016-03-28,2019-04-20,5,7004.33,212.25,1118,2016.0,2019.0,Высокий,Периодический
PV-18985,Paul Van Hugh,Consumer,2016-07-12,2019-10-02,5,7003.99,194.56,1177,2016.0,2019.0,Высокий,Периодический
NS-18505,Neola Schneider,Consumer,2018-11-24,2019-12-24,4,6954.22,183.01,395,2018.0,2019.0,Высокий,Редкий
MC-17425,Mark Cousins,Consumer,2016-05-30,2018-11-26,5,6946.74,289.45,910,2016.0,2018.0,Высокий,Периодический
SU-20665,Stephanie Ulpright,Consumer,2017-12-05,2019-12-10,7,6922.66,144.22,735,2017.0,2019.0,Высокий,Периодический
LC-17140,Logan Currie,Consumer,2016-09-09,2019-12-17,9,6874.4,140.29,1194,2016.0,2019.0,Высокий,Периодический
MK-17905,Michael Kennedy,Consumer,2016-11-18,2019-12-02,8,6827.65,145.27,1109,2016.0,2019.0,Высокий,Периодический
KN-16390,Katherine Nockton,Consumer,2016-12-02,2019-12-11,9,6807.55,162.08,1104,2016.0,2019.0,Высокий,Периодический
DL-12925,Daniel Lacy,Consumer,2016-09-09,2019-11-03,6,6804.84,194.42,1150,2016.0,2019.0,Высокий,Периодический
JP-15520,Jeremy Pistek,Consumer,2016-08-22,2019-12-22,7,6803.03,194.37,1217,2016.0,2019.0,Высокий,Периодический
CM-12235,Chris McAfee,Consumer,2018-05-01,2018-12-10,5,6787.78,308.54,223,2018.0,2018.0,Высокий,Периодический
LT-17110,Liz Thompson,Consumer,2016-06-01,2019-11-26,8,6785.52,183.39,1273,2016.0,2019.0,Высокий,Периодический
BS-11755,Bruce Stewart,Consumer,2016-05-18,2019-12-29,7,6785.0,205.61,1320,2016.0,2019.0,Высокий,Периодический
MA-17995,Michelle Arnett,Consumer,2016-09-20,2019-06-27,6,6784.72,226.16,1010,2016.0,2019.0,Высокий,Периодический
SO-20335,Sean O'Donnell,Consumer,2017-10-11,2019-12-01,6,6759.92,169.0,781,2017.0,2019.0,Высокий,Периодический
LL-16840,Lauren Leatherbury,Consumer,2016-04-29,2019-04-25,6,6755.84,225.19,1091,2016.0,2019.0,Высокий,Периодический
AS-10045,Aaron Smayling,Consumer,2016-07-27,2019-10-03,7,6729.07,292.57,1163,2016.0,2019.0,Высокий,Периодический
LC-16870,Lena Cacioppo,Consumer,2017-05-03,2019-12-03,8,6725.76,81.03,944,2017.0,2019.0,Высокий,Периодический
JG-15115,Jack Garza,Consumer,2016-09-21,2017-12-03,3,6724.06,353.9,438,2016.0,2017.0,Высокий,Редкий
DB-12970,Darren Budd,Consumer,2016-11-12,2019-05-03,5,6663.12,175.35,902,2016.0,2019.0,Высокий,Периодический
MG-17680,Maureen Gastineau,Consumer,2016-10-22,2019-09-29,4,6592.86,253.57,1072,2016.0,2019.0,Высокий,Редкий
HA-14920,Helen Andreada,Consumer,2016-10-11,2019-12-10,8,6589.55,149.76,1155,2016.0,2019.0,Высокий,Периодический
NC-18415,Nathan Cano,Consumer,2016-05-03,2019-11-19,6,6576.65,173.07,1295,2016.0,2019.0,Высокий,Периодический
SN-20560,Skye Norling,Consumer,2017-06-18,2019-09-10,6,6483.11,150.77,814,2017.0,2019.0,Высокий,Периодический
BT-11395,Bill Tyler,Consumer,2016-10-28,2019-03-03,6,6479.58,231.41,856,2016.0,2019.0,Высокий,Периодический
EB-13870,Emily Burns,Consumer,2016-05-05,2019-09-21,10,6454.57,215.15,1234,2016.0,2019.0,Высокий,Регулярный
EB-14110,Eugene Barchas,Consumer,2017-04-13,2019-09-08,6,6433.31,229.76,878,2017.0,2019.0,Высокий,Периодический
CC-12670,Craig Carreira,Consumer,2016-12-23,2019-12-01,7,6422.54,160.56,1073,2016.0,2019.0,Высокий,Периодический
JL-15850,John Lucas,Consumer,2016-07-22,2018-04-25,6,6399.64,228.56,642,2016.0,2018.0,Высокий,Периодический
PF-19165,Philip Fox,Consumer,2016-09-20,2019-06-17,6,6355.49,264.81,1000,2016.0,2019.0,Высокий,Периодический
JL-15505,Jeremy Lonsdale,Consumer,2016-11-14,2019-11-11,6,6350.62,151.21,1092,2016.0,2019.0,Высокий,Периодический
BP-11290,Beth Paige,Consumer,2016-10-03,2019-12-18,7,6346.24,151.1,1171,2016.0,2019.0,Высокий,Периодический
AG-10495,Andrew Gjertsen,Consumer,2017-01-04,2019-10-13,8,6317.06,108.91,1012,2017.0,2019.0,Высокий,Периодический
CA-12265,Christina Anderson,Consumer,2016-03-25,2019-11-04,9,6271.44,145.85,1319,2016.0,2019.0,Высокий,Периодический
KN-16705,Kristina Nunn,Consumer,2016-03-02,2019-09-23,8,6270.56,152.94,1300,2016.0,2019.0,Высокий,Периодический
XP-21865,Xylona Preis,Consumer,2016-01-20,2019-11-17,11,6253.01,90.62,1397,2016.0,2019.0,Высокий,Регулярный
MC-18100,Mick Crebagga,Consumer,2016-06-18,2019-11-19,10,6242.66,130.06,1249,2016.0,2019.0,Высокий,Регулярный
ML-17410,Maris LaWare,Consumer,2016-11-14,2019-11-06,6,6219.03,172.75,1087,2016.0,2019.0,Высокий,Периодический
CR-12580,Clay Rozendal,Consumer,2018-04-18,2019-11-03,4,6206.52,387.91,564,2018.0,2019.0,Высокий,Редкий
CK-12595,Clytie Kelty,Consumer,2016-12-26,2019-11-17,11,6204.43,98.48,1056,2016.0,2019.0,Высокий,Регулярный
BE-11410,Bobby Elias,Consumer,2018-02-07,2019-09-23,5,6172.63,561.15,593,2018.0,2019.0,Высокий,Периодический
LH-16900,Lena Hernandez,Consumer,2016-08-19,2019-12-09,9,6166.09,154.15,1207,2016.0,2019.0,Высокий,Периодический
MY-17380,Maribeth Yedwab,Consumer,2017-10-26,2019-12-01,7,6152.21,175.78,766,2017.0,2019.0,Высокий,Периодический
CV-12805,Cynthia Voltz,Consumer,2018-05-09,2019-12-25,9,6131.8,130.46,595,2018.0,2019.0,Высокий,Периодический
SR-20740,Steven Roelle,Consumer,2016-02-20,2019-06-17,8,6114.31,191.07,1213,2016.0,2019.0,Высокий,Периодический
JG-15310,Jason Gross,Consumer,2018-03-03,2019-12-28,6,6106.18,210.56,665,2018.0,2019.0,Высокий,Периодический
JD-15790,John Dryer,Consumer,2017-04-02,2019-09-04,5,6105.59,321.35,885,2017.0,2019.0,Высокий,Периодический
KD-16615,Ken Dana,Consumer,2017-09-13,2019-03-16,5,6104.7,174.42,549,2017.0,2019.0,Высокий,Периодический
AH-10465,Amy Hunt,Consumer,2017-01-03,2019-05-14,5,6104.14,290.67,861,2017.0,2019.0,Высокий,Периодический
MT-17815,Meg Tillman,Consumer,2017-11-06,2019-11-11,6,6088.42,276.75,735,2017.0,2019.0,Высокий,Периодический
TS-21430,Tom Stivers,Consumer,2016-07-30,2019-07-11,5,6066.5,319.29,1076,2016.0,2019.0,Высокий,Периодический
RH-19600,Rob Haberlin,Consumer,2017-07-02,2018-07-14,3,6037.42,188.67,377,2017.0,2018.0,Высокий,Редкий
TS-21505,Tony Sayre,Consumer,2016-12-20,2019-12-19,6,6036.52,163.15,1094,2016.0,2019.0,Высокий,Периодический
LW-16825,Laurel Workman,Consumer,2016-05-30,2019-10-03,5,6014.19,158.27,1221,2016.0,2019.0,Высокий,Периодический
JH-16180,Justin Hirsh,Consumer,2017-05-25,2018-11-21,4,6008.92,546.27,545,2017.0,2018.0,Высокий,Редкий
TS-21610,Troy Staebel,Consumer,2016-08-16,2019-11-05,7,5992.56,214.02,1176,2016.0,2019.0,Высокий,Периодический
MC-17590,Matt Collister,Consumer,2016-05-20,2019-11-09,6,5974.98,132.78,1268,2016.0,2019.0,Высокий,Периодический
FM-14380,Fred McMath,Consumer,2017-07-12,2019-08-07,9,5971.7,170.62,756,2017.0,2019.0,Высокий,Периодический
RB-19435,Richard Bierner,Consumer,2016-03-11,2019-12-11,8,5951.82,170.05,1370,2016.0,2019.0,Высокий,Периодический
AG-10270,Alejandro Grove,Consumer,2016-05-13,2019-03-27,5,5950.39,170.01,1048,2016.0,2019.0,Высокий,Периодический
KM-16225,Kalyca Meade,Consumer,2017-07-06,2019-12-16,6,5933.63,128.99,893,2017.0,2019.0,Высокий,Периодический
DK-13375,Dennis Kane,Consumer,2016-09-07,2019-12-11,8,5930.22,111.89,1190,2016.0,2019.0,Высокий,Периодический
EM-13825,Elizabeth Moffitt,Consumer,2016-12-02,2019-11-05,8,5926.9,134.7,1068,2016.0,2019.0,Высокий,Периодический
DB-13210,Dean Braden,Consumer,2017-03-22,2019-12-21,10,5915.13,101.98,1004,2017.0,2019.0,Высокий,Регулярный
PO-18865,Patrick O'Donnell,Consumer,2016-03-23,2019-12-30,7,5914.91,179.24,1377,2016.0,2019.0,Высокий,Периодический
GW-14605,Giulietta Weimer,Consumer,2016-03-01,2019-12-02,7,5906.11,236.24,1371,2016.0,2019.0,Высокий,Периодический
RB-19705,Roger Barcio,Consumer,2017-08-22,2019-11-06,4,5897.34,310.39,806,2017.0,2019.0,Высокий,Редкий
MM-18055,Michelle Moray,Consumer,2016-04-11,2019-10-30,8,5892.11,133.91,1297,2016.0,2019.0,Высокий,Периодический
JL-15235,Janet Lee,Consumer,2016-05-25,2019-09-02,5,5853.05,225.12,1195,2016.0,2019.0,Высокий,Периодический
LD-17005,Lisa DeCherney,Consumer,2016-09-29,2018-11-11,4,5848.0,307.79,773,2016.0,2018.0,Высокий,Редкий
CC-12685,Craig Carroll,Consumer,2016-03-22,2017-10-23,4,5833.78,216.07,580,2016.0,2017.0,Высокий,Редкий
BP-11095,Bart Pistole,Consumer,2016-06-07,2019-12-13,12,5830.43,110.01,1284,2016.0,2019.0,Высокий,Регулярный
JS-16030,Joy Smith,Consumer,2016-02-27,2019-12-02,6,5806.64,129.04,1374,2016.0,2019.0,Высокий,Периодический
VM-21685,Valerie Mitchum,Consumer,2016-04-07,2019-11-06,7,5802.19,200.08,1308,2016.0,2019.0,Высокий,Периодический
IM-15055,Ionia McGrath,Consumer,2016-01-23,2018-11-16,3,5785.34,642.82,1028,2016.0,2018.0,Высокий,Редкий
TH-21100,Thea Hendricks,Consumer,2016-09-27,2019-01-20,5,5730.93,301.63,845,2016.0,2019.0,Высокий,Периодический
MH-17290,Marc Harrigan,Consumer,2016-04-26,2019-09-02,6,5719.5,163.41,1224,2016.0,2019.0,Высокий,Периодический
GZ-14545,George Zrebassa,Consumer,2016-09-28,2019-07-26,4,5684.52,473.71,1031,2016.0,2019.0,Высокий,Редкий
FM-14215,Filia McAdams,Consumer,2016-03-11,2019-12-23,10,5648.07,144.82,1382,2016.0,2019.0,Высокий,Регулярный
AP-10720,Anne Pryor,Consumer,2016-03-03,2019-11-19,8,5642.78,106.47,1356,2016.0,2019.0,Высокий,Периодический
CK-12205,Chloris Kastensmidt,Consumer,2016-03-11,2019-11-21,13,5637.62,74.18,1350,2016.0,2019.0,Высокий,Регулярный
DN-13690,Duane Noonan,Consumer,2016-09-20,2019-05-27,7,5630.71,201.1,979,2016.0,2019.0,Высокий,Периодический
GG-14650,Greg Guthrie,Consumer,2016-10-31,2019-11-17,9,5599.78,86.15,1112,2016.0,2019.0,Высокий,Периодический
BG-11695,Brooke Gillingham,Consumer,2016-05-11,2019-11-24,6,5586.61,242.9,1292,2016.0,2019.0,Высокий,Периодический
HP-14815,Harold Pawlan,Consumer,2016-05-06,2019-11-30,7,5579.15,206.64,1303,2016.0,2019.0,Высокий,Периодический
ES-14020,Erica Smith,Consumer,2016-09-20,2019-11-20,5,5537.53,251.71,1156,2016.0,2019.0,Высокий,Периодический
RP-19855,Roy Phan,Consumer,2016-04-05,2019-12-02,8,5535.23,138.38,1336,2016.0,2019.0,Высокий,Периодический
TM-21010,Tamara Manning,Consumer,2016-02-21,2019-09-18,8,5531.29,112.88,1305,2016.0,2019.0,Высокий,Периодический
VP-21760,Victoria Pisteka,Consumer,2016-09-06,2019-10-16,7,5523.09,162.44,1135,2016.0,2019.0,Высокий,Периодический
SH-20395,Shahid Hopkins,Consumer,2016-11-02,2019-12-07,10,5509.81,137.75,1130,2016.0,2019.0,Высокий,Регулярный
KD-16345,Katherine Ducich,Consumer,2016-09-02,2019-11-19,6,5503.02,220.12,1173,2016.0,2019.0,Высокий,Периодический
SC-20440,Shaun Chance,Consumer,2017-08-17,2019-11-24,7,5494.83,196.24,829,2017.0,2019.0,Высокий,Периодический
CD-12790,Cynthia Delaney,Consumer,2016-02-02,2018-11-26,5,5483.23,133.74,1028,2016.0,2018.0,Высокий,Периодический
DK-13090,Dave Kipp,Consumer,2017-03-02,2019-11-18,7,5449.27,201.82,991,2017.0,2019.0,Высокий,Периодический
NC-18625,Noah Childs,Consumer,2016-10-29,2019-06-09,5,5440.27,209.24,953,2016.0,2019.0,Высокий,Периодический
KN-16450,Kean Nguyen,Consumer,2016-04-12,2019-11-08,5,5421.54,258.17,1305,2016.0,2019.0,Высокий,Периодический
TG-21640,Trudy Glocke,Consumer,2016-03-31,2019-09-07,4,5384.32,244.74,1255,2016.0,2019.0,Высокий,Редкий
